145	0	a	diarrhea nausea vomiting tiredness headache high blood pressure which may cause blurred vision occasional some may be serious in 100 people receiving bevacizumab from 4 to 20 may have
146	0	a	i agree i am financially responsible to children s for all payment obligations arising out of the medical care services and supplies care provided to the patient during the next year
147	0	a	notice although the hospital may participate in your health plan a physician involved in your care may or may not be a participating provider
148	0	a	include the fol owing three bul ets if your study will not have a contractual agreement with a sponsor to provide compensation for research related il ness or injury
149	0	a	however scientists believe that if you get extra radiation that is more than about 30 year s worth of background radiation there is a chance of having a harmful side effect including causing a new cancer
150	0	a	do you have to be in the study
151	0	a	7 annotated consent document for the texas cancer research biobank there are different kinds of databases some are publicly accessible and some are restricted
152	0	a	what should i do call a doctor or get the person to a doctor right away
153	0	a	although crowns and bridges have a high degree of success it is a biological procedure therefore it cannot be guaranteed
154	0	a	the researchers leading this optional study hope the results will help other people with cancer in the future
155	0	a	if you have any questions about this financial interest please talk to name and telephone number of non financially interested designee
156	0	a	by studying many different kinds of cancer in this way we expect to identify most of the genetic changes associated with different kinds of cancer
157	1	a	i hereby assign to ut southwestern and any practitioner providing care and treatment to me any and all benefits and all interest and rights for services rendered under any insurance policies including but not limited to medicare medicaid tricare or any reimbursement from a pre paid health care plan
158	0	a	if you believe or know you have become pregnant while participating in this research study please contact name and phone number as soon as possible
159	1	a	i consent to my samples being saved for future research
160	0	a	before you sign this form be sure you understand what the study is about including the risks and possible benefits to you
161	0	a	further testing of you and or your family may be needed to confirm your test results which could result in additional expense to you
162	0	a	a repository provides a way for researchers to store samples of tissues for example blood tissue specimens obtained from biopsies and tissues or organs removed during surgery and medical information for example information from your medical record about your condition about a person for future use in research studies
163	0	a	if you believe that your child has sustained an injury as a result of participating in this research program please also contact the investigators and or chief of staff shriners hospitals for children salt lake city hospital at 801 536 3600
164	1	a	furthermore our consent explains that in the event of a returnable result the participant will be contacted to find out if he she wants to learn more preserving the participant s right not to know
165	1	a	it may be given to governmental agencies in other countries where the study drug may be considered for approval
166	0	a	gold coast health public health unit school immunisation program consent form year 7 school class student details surname given names date of birth gender male medicare
167	0	a	do you have any questions you can contact us if you have questions about the study or if you decide you don t want to be in the study any more
168	0	a	single blind trial in a blind trial you will not know which treatment group your child is in
169	0	a	you may discuss any questions about your rights as a research subject in private with a member of the institutional review board irb
170	0	a	you as an individual may or may not be helped by volunteering for a research study
171	0	a	read guidelines for each section complete as applicable for your project and then delete the template guidelines
172	1	a	if you agree to provide us with a sample it becomes the property of
173	0	a	discussion and refusal of treatment patient s name last first date of birth initial i am being provided this information and refusal form
174	0	a	however sometimes other people at cleveland clinic akron general may see or give out your information
175	0	a	therefore you should not assume that these changes are absent or that you are not at risk for having another child with craniosynostosis if we do not notify you of any abnormalities
176	0	a	i understand and read the english language or have had adequate interpretation or translation of this document
177	0	a	if we can predict disease we may be better able to prevent or treat disease
178	0	a	if an emergent situation were to arise the anesthesia team from kaleida health may become involved in my care to safely resolve the emergency situation and to manage my pain
179	0	a	if yes to either question above were you tested to ensure all metal was removed yes no yes surgical implants cardiac pacemaker
180	0	a	your participation in this research is voluntary and you will not be penalized or lose benefits if you refuse to participate or decide to stop
181	0	a	simplified consent for biobanking english citation beskow lm lin l dombeck cb gao e weinfurt kp
182	0	a	depending on the complexity of the study give treatment time points as part of these descriptions or in a table
183	1	a	you do not waive any liability rights for personal injury by signing this form
184	0	a	note include this paragraph if the study is taking place in a school parents please be aware that under the protection of pupils right act 20 u s c
185	0	a	notice the care and treatment received at halifax health facilities may be provided by physicians or other individuals who are agents of the halifax hospital medical center tax district or other governmental body
186	0	a	what if a research related injury occurs the researchers have taken steps to minimize the known or expected risks
187	0	a	informed consent i have been given the opportunity to discuss and ask any questions regarding the nature and purpose of restorative treatment for dental caries and have received answers to my satisfaction
188	0	a	feel free to ask all the questions you want before you decide
189	0	a	if you have any questions concerns or complaints about this research study its procedures risks and benefits or alternative courses of treatment you should ask the protocol director name of protocol director
190	0	a	otherwise delete
191	0	a	unit batch number staff signature checked by staff sign administered by time consent date
192	1	a	in the future researchers can apply for permission to use the specimens data for new studies to prevent diagnose or treat disease including genetic research
193	1	a	your child s information will be available should an emergency arise that would require the treating physician to know this information to best treat your child
194	0	a	modify the following sentence to be consistent with the study for patients who receive the usual approach for this cancer about insert appropriate number out of 100 are free of cancer at five years
195	0	a	make sure that check box titled show readability statistics is selected under when correcting spelling and grammar in word header
196	0	a	d 52 1590951 provides services in az mo nh nv and ri
197	1	a	i consent to the use of my dna sample for research purposes
198	1	a	i agree to have transfusions of blood and other blood products that may be necessary along with the procedure i am having
199	1	a	if a study like this is approved someone from this project will contact you
200	1	a	if my doctor is unavailable or is unable to contact me for some reason i understand that no contact or exchange of information between the repository and me concerning my sample will be possible nor wil it be possible for me to request removal of my sample from the collection once it has been de identified and submitted
201	0	a	i am responsible for paying all co pays and deductibles at the time services are rendered and all costs that have not been paid for by my insurance within 45 days
202	0	a	there is also a small chance that researchers could find something that might be important to your health
203	0	a	we will swipe the inside of the mouth once with this swab and it will not hurt at all
204	0	a	if you have any questions about your participation in this study if you feel you have had a research related injury or a reaction to the study drug or if you have questions concerns or complaints about the research call the 24 hour number also listed on the top of this form at any time to report a research related injury or a health concern possibly related to the study drug
205	0	a	delete this section if not required by the umcirb or facility at which research is conducted
206	0	a	if payment is pro rated examples to be modified there is no payment for being in this study but we will give you a parking voucher for free parking every visit and a gift certificate for
207	1	a	i would would not like to have my doctor s name remain linked to my coded sample in the repository s records
208	1	a	also there are some portions of the genome that the neurome neurological exome test may not capture and sequence sufficiently in your sample s note the doctor ordering the test can request information about how well genes of interest were covered by the neurome neurological exome test
209	0	a	1 2 company or agency sponsoring the study provide the name s of the sponsor s of the study
210	0	a	in fact only 40 out of every 100 people given the malaria drug xyz are completely cured
211	0	a	for example subjects on a drug to treat their diabetes may experience elevated blood sugars unless they switch to another drug
212	0	a	procedures do not necessarily need to include specific names of standard lab tests e g cbc cmp lipid panel ua but participants should know the type of specimen required for testing and the general purpose of the testing e g a blood sample will be taken from your arm to perform standard lab testing to make sure you do not have a low red blood cell count
213	0	a	the information given included the section about the use and disclosure of protected health information
214	0	a	a certificate of confidentiality does not prevent you or a member of your family from voluntarily releasing information about yourself or your involvement in this research
215	0	a	b you have persistent pain c you have any questions or concerns 8 emergency telephone numbers tischler dental 845 679 3706 this disclosure is not meant to alarm or frighten you
216	0	a	section length limit this section should be between four and six sentences and take up no more than one eighth page
217	1	a	to help protect confidentiality explain security measures to be taken in simple terms e g we will give your study data a code number and keep it in a file with a password that only the researchers know
218	0	a	i understand there are certain common inherent risks possibly associated with this sur gery and anesthesia including but not limited to 1 drug reactions and side effects 2
219	0	a	i understand that in addition to the risks described to me about this procedure there are risks that may occur with any surgical or medical procedure
220	0	a	i have received information about the proposed treatment
221	0	a	your surviving child may choose whether or not you
222	0	a	informat ional use only informed consent form the doctor has explained to me the problem that exists with my teeth mouth and or jaws
223	0	a	language in the emergency use consent form must reflect that the treatment is not fda approved and the treatment is an option for treating the patient s life threatening condition
224	0	a	if you decide to allow your child to continue in the study you will be asked to sign an updated consent form
225	1	a	the undersigned understands that medical records and billing information generated or maintained by the facility are accessible to facility personnel and medical staff
226	0	a	signature of parent date printed name of parent if signature of second parent not obtained indicate why select one the irb determined that the permission of one second parent is incompetent parent is sufficient second parent is not reasonably available second parent is deceased only one parent has legal responsibility second parent is unknown for the care and custody of the child obtained verbally without signature
227	1	a	the researcher can destroy the leftover samples or return them to mayo clinic
228	0	a	template consent form biomedical study consent to participate in research title of study designate any subject sub group here e g controls
229	1	a	we will also ask you a few questions about your general health and measure how tall you are and how much you weigh
230	0	a	a do you have a history of asthma tell your doctors before you begin labor
231	0	a	you should not take part in more than one study without approval from the researchers involved in each study
232	0	a	in this case information could potentially be used to discriminate against you
233	0	a	if you have any questions concerning this notice please feel free to ask your physician or an administrative representative of north central surgical center
234	0	a	but if you do not you will not be able to participate in this research study
235	0	a	the fee s for these services have been explained to me and are satisfactory
236	1	a	they might use that information for many different things such as clarifying health risk in your family or determining if you were genetically related to someone
237	0	a	consent a46 to participate
238	0	a	if you receive 600 or more from the university or the gw medical faculty associate gw must report the amount you receive to the internal revenue service irs on the form 1099 misc
239	0	a	you are being asked to participate in a research study
240	0	a	i believe i have enough information to make an informed decision and i agree to have the procedure
241	1	a	you may refuse to submit your specimen for use in this way and may withdraw your consent at any time by contacting the laboratory medical director
242	1	a	samples or related information that have already been given to or used by researchers will not be returned
243	1	a	study participants are given placebos so that the effects of a drug can be compared against no drug
244	0	a	name of participant signature of participant date name of witness signature of witness date pi name page 1 of 1 title of study footer for irb use only version 072012 image stamp institution irb approved approveddate expiration expirationdate number
245	0	a	have you ever had a serious reaction after receiving any vaccination 4
246	0	a	you may also need to provide your address if a check wil be mailed to you
247	0	a	if for example information is inaccurate or incomplete or samples are missing contaminated or mislabeled if samples from key family members are not available or if there is some other problem with the sample when it is provided to the testing lab the samples may not be usable for the neurome neurological exome test or the results of the test may not be accurate or reliable
248	0	a	you can ask questions prior to the administration of the vaccines the following vaccines are available diphtheria tetanus pertussis dtap td tdap haemophilus influenzae b hib polio ipv hepatitis b measles mumps rubella mmr varicella vzv pneumococcal vaccine pcv meningococcal vaccine mcv hepatitis a hav or hep a
249	0	a	signature of child date printed name of child signature of parent or individual legally authorized to consent date to the child s general medical care parent individual legally authorized printed name of parent or individual legally authorized to to consent to the child s consent to the child s general medical care general medical care see note below
250	0	a	i or me may also depending on the context mean financial guarantor guarantor
251	0	a	we continue to use broad language here rather than name any particular disease in order to be consistent with the rest of the consent which states that specimens and information may be used for many different types of research
252	0	a	do you have any allergies
253	0	a	7 ask your provider
254	0	a	this form gives you important information about the study
255	1	a	i intend this consent form to cover the en tire course of treatment for my present and any future conditions for which i seek treatment
256	0	a	this information would include a copy of this consent form
257	0	a	if applicable add investigator version date footer for irb use only version 102513 image stamp institution irb approved approveddate expiration expirationdate number
258	0	a	assignment of benefits i am receiving medical care from good shepherd and its providers
259	0	a	genetic information about you sometimes applies to other family members
260	0	a	during this visit we will do some tests and procedures to see if you eligible to take part in this research study
261	0	a	i further understand that i may be wearing temporary crowns bridges which may come off and that i must be careful to ensure that they are kept on until the permanent crowns bridges are permanently cemented
262	0	a	however because the sponsor is required by federal law to report that payment to the center for medicare and medicaid services ecu will be asked to release your identifiable information including your social security number to the study sponsor
263	0	a	332 7331 informed consent information for ridge preservation surgery patient namedate of birth advanced periodontal disease tooth fracture or other types of abscesses may cause severe bone loss around a tooth requiring extraction of the tooth
264	1	a	i also understand that i reserve the right to change my mind no i do not consent to being audio video recorded
265	1	a	if my injury is workrelated i authorize the hospital to release any information from my medical records to my employer and or its designee
266	0	a	the videotaping will be done during your regular math class so it won t take any extra time
267	0	a	to investigators if this form is used as a parental permission and assent form usually appropriate for teenage participants please omit i am at least 18 years of age
268	1	a	i understand that my child s sample will be used to create cell lines that will be added to the repository s collection
269	0	a	i understand that neither sparrow hospital nor health care providers accept liability for failure to meet any pre certification required by my insurance carrier and i agree to pay for all services if pre certification is denied by my insurance carrier
270	0	a	i am aware that the practice of medicine is not an exact science and have also been informed there are other risks which are attendant to any procedure and i acknowledge that no guarantee s or assurance s has have been made to me as to the result s that may be obtained concerning this procedure
271	0	a	family and friends should clean their hands with soap and water or an alcohol based hand rub before and after visiting you
272	1	a	if i do not agree to have my tissue stored the tissue will be thrown away
273	0	a	if a question is not clear please ask your health care provider to explain it
274	1	a	if you do not want your genetic information in your medical record you should not participate in this study
275	1	a	the results specify will will not be added to your medical records and you or your study doctor specify will will not know the results
276	0	a	investigators are expected to write consent forms in simple language
277	0	a	subscribed and sworn to before me on this day of 20 day month notarypublic in and for the state of oklahoma
278	0	a	if you feel upset from this experience you can tell the researcher and he she will tell you about resources available to help
279	0	a	option 3 mixed research and routine care industry sponsored mixed research and routine care the study sponsor will supply the name of investigational device agent at no cost while you take part in the study
280	1	a	lotus root acupuncture i hereby request and consent to acupuncture treatment s and other procedures and modalities associated with traditional chinese medicine tcm by pamela zilavy l ac
281	0	a	signature of patient guarantor representative date time relationship if not patient signature of witness date time gen consent patient unable to sign
282	0	a	both the insert description of first research intervention e g higher radiation dose and insert description of second research intervention e g cetuximab have already been tested for safety however they are not part of the usual approach
283	1	a	yes i choose to participate in the optional banking sub study
284	1	a	you may ask for study data once the study is over
285	0	a	we hope the information from this study will help us test name of study product further in the future
286	0	a	date time printed name of participant
287	0	a	the college of dentistry promises to do the best job they can for the oral condition that exists in my mouth
288	0	a	if we collect a blood sample you may feel brief pain or have some bruising from the needle
289	0	a	it may be necessary to return to mayo clinic to meet with a health care professional to get test results
290	1	a	unless you revoke your consent it will not expire
291	1	a	will you be able to access your records use this paragraph for blinded studies or other studies where access will be denied in order to protect the integrity of the research otherwise delete it during your participation in this study you will not be able to access your medical records
292	0	a	delete this section if you do not plan to use a witness to the consent process signature
293	0	a	i certify that i have truly distinctly and audibly interpreted the contents of this document into insert language or dialect to the patient parenuguardian
294	0	a	i confirm that i was present as a witness for the consent process for this study
295	0	a	you will may receive no medication or medication at a dose which may not help your condition
296	0	a	in the instance of parental permission you refers to your child
297	0	a	if the study is funded add funding for this study is provided by agency company foundation that is sponsoring the study
298	0	a	for registry studies add people who use the registry auditing departments of the university of iowa and the university of iowa institutional review board a committee that reviews and approves research studies to help protect your confidentiality we wil describe the methods you wil use to help ensure confidentiality
299	1	a	in all cases where information relating to your sample and health information is shared with any of the people or groups listed below you will be identified by a unique number and not by name social security number address telephone number or any direct identifier unless required by law
300	0	a	5 to receive a description of any alternative procedures drugs or devices that might be helpful and their risks and benefits compared to the proposed procedures drugs or devices
301	0	a	i understand that if have any questions about this information wi ask kathy nordgren l ac
302	0	a	approved by irb on 04 24 2009 hs 2007 5631 void after 04 23 2010 irb use only do not alter this footer e cpa 4917 5 of 13 cheek swabs and saliva collection minimal risks associated with cheek swab include mouth discomfort or irritation
303	0	a	in addition attach the debriefing script that will be used to inform participants of the need for deception and the procedures you will follow to address any possible adverse effects of the deception
304	0	a	if you join this study you would not have to stay in it
305	1	a	will you keep my name on file to give to others we wil keep information about you in a special kind of computer listing cal ed a registry
306	0	a	ecu will request your authorization before it releases information to the sponsor
307	1	a	if you agree to being audiotaped but feel uncomfortable at any time during the interview i can turn off the recorder at your request
308	0	a	during or after a transfusion if you notice during after your transfusion hives itching rash fever chills dizziness shortness of breath chest pain lower back pain continuous bleeding or any other unusual symptoms that were not present prior to the transfusion contact your nurse or your physician right away
309	1	a	we make this information available to your doctors for your safety
310	0	a	date time signature of witness to consent procedures print name
311	0	a	you should also contact him her at any time if you feel you have been hurt by being a part of this study
312	1	a	there will be no charge to parents of children who choose to receive the flu vaccine however pulaski health department will collect your insurance information and bill for the cost of the vaccine
313	1	a	use language for a nuclear medicine scan if total dose to one individual across entire study is greater than 5 rem during this study you will have xx insert number and type of scan e g bone scan thyroid scan pet scan including body part to be imaged using a radioactive drug to produce an image of your insert body part to be imaged
314	0	a	2 provide a brief phase specific description of the study groups
315	0	a	costs payments and commercialization the consent form should cover information regarding any costs or payments involved in participating in the proposed research
316	0	a	their patient has been given the opportunity to ask questions about this consent and seek genetic counseling
317	0	a	for clinical trials under fda jurisdiction and other studies if applicable add the important risks and possible benefits of these alternatives are listed below describe the important risks and potential benefits of each of the alternative procedures and courses of treatment
318	0	a	transfusion risks must be weighed against benefits and criteria have been established to aid your doctor in making a decision about whether or not to transfuse
319	1	a	i understand that the facility retains the ownership rights to the images and or recordings
320	0	a	if the test is canceled after the sequencing has begun the patient will be charged the full cost of the test
321	0	a	we encourage you to use these descriptions but they are suggested not required
322	0	a	chance of being given each study treatment
323	0	a	new york city health and hospitals corporation informed consent to perform hiv test new york state department of health aids institute name ward no
324	0	a	blue text should be edited or deleted as necessary to fit the specifics of your study
325	0	a	confidentiality how will your records be kept confidential information we learn about you in this research will be handled in a confidential manner within the limits of the law
