annotation,text_a,name
permission_statement,a i acknowledge i have read understand and agree to the information set forth above and i certify that if i am not the patient i am legally authorized to sign for the patient,CHMC_Annual Medical Care Consent  Financial Responsibility Agreement (1).txt
permission_statement,assignment of benefits i assign to children s and to any contractors all applicable insurance benefits including medicare medicaid tricare or other governmental health insurance benefits,CHMC_Annual Medical Care Consent  Financial Responsibility Agreement (1).txt
permission_statement,informed consent form for genetic testing with the neurome neurological exome test and or targeted site specific genetic test i the individual being tested authorize athena diagnostics to conduct genetic testing for disease and or test name as ordered by my physician or authorized healthcare provider or my child s or dependent s physician or authorized healthcare provider,Athena Diagnostics_NeuromeConsent.txt
permission_statement,i understand this may also include representatives of companies that sell equipment that may be used in my procedures may also be present and participate,ColonoscopyEsophagogastroduodenoscopy_Redacted.txt
permission_statement,i refuse any pregnancy testing please initial,ColonoscopyEsophagogastroduodenoscopy_Redacted.txt
permission_statement,i request and authorize and the providers responsible for my treatment to perform any necessary additional procedures,ColonoscopyEsophagogastroduodenoscopy_Redacted.txt
permission_statement,consent i have read the above information and i agree to the use of a prostaglandin product to induce my labor,Catawba Valley_Induction Consent.txt
permission_statement,irb201500981 date approved 4 29 2016 expiration date 4 28 2017 your blood urine saliva samples and mri mrs data may be shared with other research centers or private companies in which case the university of florida may charge the research center or private company a fee in order to recover the university of florida s costs of sharing your tissue and or mri mrs data,Consent_UF_Biorepository.txt
permission_statement,irb201500981 date approved 4 29 2016 expiration date 4 28 2017 informed consent form to participate in research and authorization to collect use and disclose protected health information phi dr krista vandenborne is asking permission from you your child printed name of study participant study subject to store some of your blood urine saliva samples and any mri mrs data,Consent_UF_Biorepository.txt
permission_statement,by signing this form you are not waiving any of your legal rights,Consent_UF_Biorepository.txt
permission_statement,i understand the following information regarding use of specimens for research after testing is completed your blood body fluid tissue specimen s or dna sequence may be disposed of or retained indefinitely for medical research test validation publication and or education by utsw as long as your privacy is maintained without further written consent from you,UTSouthwestern_patient-consent-for-ngs-form.txt
permission_statement,if you think you have become pregnant contact your research study doctor immediately,consent-gtmr.txt
permission_statement,a24 the meaning of the results of this genetic research is not known therefore we will not give you the results of these studies,consent-gtmr.txt
permission_statement,i consent to have my specimens used for future research studies only for the study of,consent-gtmr.txt
permission_statement,i consent to have my specimens used for future research studies only for the study of,consent-gtmr.txt
permission_statement,if you agree to the future use some of your de identified genetic and health information not linked to you may be placed into one or more scientific databases,consent-gtmr.txt
permission_statement,a60 additional therapeutic radiation beyond standard of care a61 delete if not applicable,consent-gtmr.txt
permission_statement,i understand that i am not waiving any of my legal rights by signing this informed consent document,consent-gtmr.txt
permission_statement,i do not consent to have my specimens used for future research studies,consent-gtmr.txt
permission_statement,in the future researchers can apply for permission to use the specimens data for new studies to prevent diagnose or treat disease including genetic research,consent-gtmr.txt
permission_statement,a3 a3 a3 for parental permission young adult assent documents delete if not applicable,consent-gtmr.txt
permission_statement,as a result i agree to have an mri scan,Ministry of Health Labor and Welfare_JAPAN_Consent for MRI.txt
permission_statement,i have received a thorough explanation about the purpose and risks of mri scans by reading information about magnetic resonance imaging mri scan and i understand the content,Ministry of Health Labor and Welfare_JAPAN_Consent for MRI.txt
permission_statement,i understand that unless i direct otherwise i will receive the results of the genetic test s performed,ViaCord_Genetic Testing Courtesty Consent.txt
permission_statement,after any revocation your health information will no longer be used or disclosed in the study except to the extent that the law allows us to continue using your information e g necessary to maintain integrity of research,SUSampCons-ls.txt
permission_statement,i consent to my samples being saved for future research,SUSampCons-ls.txt
permission_statement,study participants are given placebos so that the effects of a drug can be compared against no drug,ParentalPermissionandAuthorizationDocumentTemplate.txt
permission_statement,i confirm that the participant named above was read the information in the consent document and that the participant has agreed to take part in the research study,ParentalPermissionandAuthorizationDocumentTemplate.txt
permission_statement,if you change your mind we will not be able to collect new information about your child and your child will be withdrawn from the research study,ParentalPermissionandAuthorizationDocumentTemplate.txt
permission_statement,i give consent to having the hpv vaccine gardasi administered to me or to the dependent person named above,Halton_HPV_Grade_7_Male.txt
permission_statement,i understand that the purpose of this procedure is to allow me to have more functional artificial teeth by the implants providing support anchorage and retention for these teeth,Beacon_Implant-Consent.txt
permission_statement,i authorize drj or his designee referred to in the rest of this form as the doctor to perform the procedure listed in the title above,Beacon_Implant-Consent.txt
permission_statement,i therefore authorize and request that the doctor and his associates or assistants under his direction perform such procedure as found necessary and administer such drugs and treatments as required in their professionaj judgment,Beacon_Implant-Consent.txt
permission_statement,page 3 of 4 implantvis on communications llc parts signature understanding i read and write english 1 have read and understand this form,Beacon_Implant-Consent.txt
permission_statement,consent form dental 1mplantys1 part 1 patient doctor information patient name doctor name,Beacon_Implant-Consent.txt
permission_statement,i have had an opportunity to discuss my past medical and health history including any serious problems and or injury with the doctor,Beacon_Implant-Consent.txt
permission_statement,i agree to have my coded genetic information and coded medical information placed in databases accessible by the internet as described in the analysis of your samples and medical information section on page 2 of this document,6.3.1.1_TCGA.Model.InformedConsent.Form.Prospective_Nov2011_508.txt
permission_statement,recontact in the future we may want to obtain additional samples or more information about your health or medical care,6.3.1.1_TCGA.Model.InformedConsent.Form.Prospective_Nov2011_508.txt
permission_statement,therefore your genetic information potentially could be used in ways that could cause you or your family distress such as by revealing that you or a relative carry a genetic disease or by leading to the denial of employment or insurance for you or a relative,6.3.1.1_TCGA.Model.InformedConsent.Form.Prospective_Nov2011_508.txt
permission_statement,i understand that there is a risk that someone in the future might be able to use information in these databases to identify me or possibly my relative s,6.3.1.1_TCGA.Model.InformedConsent.Form.Prospective_Nov2011_508.txt
permission_statement,collection of your samples and medical information your scheduled surgery is part of the medical treatment that you agreed upon with your doctor,6.3.1.1_TCGA.Model.InformedConsent.Form.Prospective_Nov2011_508.txt
permission_statement,patient imprint card form g i have received written information about hiv testing,New York City Health and Hospitals Corporation_HIVTestingConsentKCH.txt
permission_statement,however we can continue to use information we have already started to use in our research as needed to maintain the integrity of the research,Parental Permission and Authorization Document for Minimal Risk Research Template2 (1).txt
permission_statement,i agree to allow my child to participate in this research study and authorize you to use and disclose health information about my child for this study as you have explained in this document,Parental Permission and Authorization Document for Minimal Risk Research Template2 (1).txt
permission_statement,they may also share your child s information again with others not described in this form,Parental Permission and Authorization Document for Minimal Risk Research Template2 (1).txt
permission_statement,if you revoke your consent to use any blood or tissue taken for the study the principal investigator will make sure your genetic sample is destroyed and no further medical information will be collected from your electronic medical records,NUgeneConsent_version_3.12.15_Expires_11.22.16.txt
permission_statement,unless you revoke your consent it will not expire,NUgeneConsent_version_3.12.15_Expires_11.22.16.txt
permission_statement,in all cases where information relating to your sample and health information is shared with any of the people or groups listed below you will be identified by a unique number and not by name social security number address telephone number or any direct identifier unless required by law,NUgeneConsent_version_3.12.15_Expires_11.22.16.txt
permission_statement,after any revocation your health information will no longer be used or disclosed in the study except to the extent that the law allows us to continue using your information e g necessary to maintain integrity of research,Med_survey_consent.txt
permission_statement,list a specific date on which the authorization will expire e g will end on december 31 2050,Med_survey_consent.txt
permission_statement,the stanford university administrative panel on human subjects in medical research and any other unit of stanford university as necessary research staff list every other class of persons or organization affiliated with stanford who might need to use and or disclose the participant s information in connection with this study who may receive or use the information the parties listed in the preceding paragraph may disclose your health information to the following persons and organizations for their use in connection with this research study the office for human research protections in the u s,Med_survey_consent.txt
permission_statement,it is ok to make a recording of me during the study it is not ok to make a recording of me during the study what are the good things that might happen in this study choose one of the following groups of sentences as appropriate to the specific study people may have good things happen to them because they are in research studies,assent-form-template.txt
permission_statement,assent to participate in research as applicable,assent-form-template.txt
permission_statement,i agree to allow my child to receive this treatment and authorize you to use and disclose health information about my child as you have explained in this document,Emergency Use Parental Permission and Authorization Document Template.txt
permission_statement,this authorization does not have an expiration date,Emergency Use Parental Permission and Authorization Document Template.txt
permission_statement,authorization for use of your child s protected health information include the authorization and confidentiality information as outlined signing this document means you allow us and others working with us to use some information about your child s health for this treatment,Emergency Use Parental Permission and Authorization Document Template.txt
permission_statement,consent i have read the above information and i agree to the use of a prostaglandin product to induce my labor,Catawba_Valley_Induction_Consent.txt
permission_statement,you will be asked to sign a medical record release form so that we may review medical records that are important to our research,Cranio_Consent_2.txt
permission_statement,in addition we will take measurements of your skull and face including head circumference arm span upper and lower body segments,Cranio_Consent_2.txt
permission_statement,and since this study may involve patients and his her parents information will only be shared with the individual him herself and parents unless the family requests otherwise,Cranio_Consent_2.txt
permission_statement,research records provided to authorized non uci entities will not contain identifiable information about you,Cranio_Consent_2.txt
permission_statement,all identifiable information that will be collected about you will be removed from biological samples and replaced with a code,Cranio_Consent_2.txt
permission_statement,i agree to participate in the study,Cranio_Consent_2.txt
permission_statement,i agree that good shepherd and its providers can sue anyone corhim 0064 02 16,CORHIM-0064 2 2016 with page numbers.txt
permission_statement,consent to treatment i consent to routine diagnostic medical and rehabilitation procedures and or treatment provided by good shepherd,CORHIM-0064 2 2016 with page numbers.txt
permission_statement,i agree to make payment in full immediately upon receipt of billings whether interim or final billings,CORHIM-0064 2 2016 with page numbers.txt
permission_statement,i intend my consent shall apply to all inpatient and outpatient services received by me from good shepherd,CORHIM-0064 2 2016 with page numbers.txt
permission_statement,i understand that information from my medical record may be used and or disclosed by good shepherd or its providers to request authorization or to obtain payment for my care and treatment from insurance companies managed care companies government programs or other responsible parties and their agents or auditors and i consent to the use and disclosure of my medical health information for such purposes,CORHIM-0064 2 2016 with page numbers.txt
permission_statement,if you join this study you should understand that you will not own your biospecimens or data and should researchers use them to create a new product or idea you will not benefit financially,cirb_adult_cf_template.txt
permission_statement,relationship of lar to participant indicate why the lar is authorized to act as a surrogate health care decision maker under maryland law,cirb_adult_cf_template.txt
permission_statement,they may also collect other information including your name address date of birth and information from your medical records,cirb_adult_cf_template.txt
permission_statement,by signing below i consent for the following vaccines to be given check yes or no for each of the vaccines,Nova_Scotia_Department_of_Health_and_Wellness_Scho.txt
permission_statement,by my signature i certify that i have had adequate opportunity to read and understand the terms words and inferences within the consent,Cambridge_Consent_oralsurgery7.txt
permission_statement,this web site will not include information that can identify you,hipaaconsentform.txt
permission_statement,if you wish you may contact the principal investigator by letter or by fax,hipaaconsentform.txt
permission_statement,there is the possibility that your cells or the created cell lines might be used in research that will involve genetic manipulation of the cells or the mixing of human and non human cells in animal models,hipaaconsentform.txt
permission_statement,as part of this study we will be collecting information about your health and your individual genes,hipaaconsentform.txt
permission_statement,we make this information available to your doctors for your safety,hipaaconsentform.txt
permission_statement,to help protect confidentiality explain security measures to be taken in simple terms e g we will give your study data a code number and keep it in a file with a password that only the researchers know,CF-Template_SocBehav_School_Assent1317YrOld.txt
permission_statement,a possible risk for any research is that people outside the study might get hold of confidential study information,CF-Template_SocBehav_School_Assent1317YrOld.txt
permission_statement,i hereby consent to the taking of diagnostic records including radiographs x rays before during and after endodontic treatment to the application of local anesthesia and to dr,DECK DENTISTRY_Consent for Endodontic Treatment (Root Canal).txt
permission_statement,you may ask for study data once the study is over,expedited-consent-template.txt
permission_statement,authorization i hereby authorize the use or disclosure of my individually identifiable health information,t504a_-_phi_authorization_form_v2016-01.txt
permission_statement,someone from the biobank can contact me up to once per year to update my personal information,PMBB Informed Consent (2).txt
permission_statement,i understand that the biobank will disclose health information about me for purposes as described above,PMBB Informed Consent (2).txt
permission_statement,during your time at uphs any time that tissue is removed as part of your care the removed tissue may be examined in the department of pathology,PMBB Informed Consent (2).txt
permission_statement,if you do not consent to donate this tissue excess tissue will be destroyed,PMBB Informed Consent (2).txt
permission_statement,if i do not agree to have my tissue stored the tissue will be thrown away,PMBB Informed Consent (2).txt
permission_statement,i understand it may be used in future research to learn about prevent or treat health problems,PMBB Informed Consent (2).txt
permission_statement,i authorize summit medical center to retain or dispose of any specimen or tissue taken from the above named patient,Summit_consent-admit_treat.txt
permission_statement,disclosure of information the undersigned agrees that all records concerning this patient s hospitalization shall remain the property of the facility,Summit_consent-admit_treat.txt
permission_statement,the undersigned understands that medical records and billing information generated or maintained by the facility are accessible to facility personnel and medical staff,Summit_consent-admit_treat.txt
permission_statement,i understand that i need to have the dental implant s put in when the graft is ready,AllianceforDentalCare_updatedridgepresconsentform.txt
permission_statement,i agree to allow this facility to keep use or properly dispose of tissue and parts of organs that are removed during this procedure,New York City Health and Hospitals Corporation_ThoracentesisConsentKCH.txt
permission_statement,i hereby permit name of attending physician or authorized health care provider or his her associate attending physician of the same service and assistants as may be selected and supervised by him,New York City Health and Hospitals Corporation_ThoracentesisConsentKCH.txt
permission_statement,i have read and understand the office policy described above,Best Natural Smile_General-Dentistry-Consent-Form.txt
permission_statement,these procedures will be prescribed as the dentist deems necessary and by initialing and or signing this statement i give my treating dentist and appropriate staff my understanding of the risks and benefits while i am a patient in their offices,Best Natural Smile_General-Dentistry-Consent-Form.txt
permission_statement,i therefore authorized and request the performance of any additional procedures that are deemed necessary or desirable to the child s oral health and well being in the professional judgement of the dentists of chci,National Network for Oral Health Access_Dental-Treatment-English.txt
permission_statement,i understand that i can change my consent at any time,Queensland_AUSTRALIA_Immunization_Consent_Form_HPV.txt
permission_statement,doctors may give it to girls as young as 9 years,Immunize LA_gardasil hpv consent and information.txt
permission_statement,this authorization will expire on the date the research study ends,TAMU - Subjects PHI Authorization Form.txt
permission_statement,food and drug administration which regulates investigational drug and device studies and the study sponsor may also look at records that identify you if applicable to the study,Parent_Guardian_Permission_Form_Non-CE.txt
permission_statement,to do this study we will use the following kinds of phi results of tests or procedures done as part of the study things you tell the research team about your health,Non-PhysicalInterventiontemplateplusHIPAA_zeroinstructions5-31-17.txt
permission_statement,we may publish and present what we learn from this study but none of this information will identify you directly without your permission,Non-PhysicalInterventiontemplateplusHIPAA_zeroinstructions5-31-17.txt
permission_statement,your authorization for researchers to use your protected health information phi will last until the research study is done or does not have an end date,Non-PhysicalInterventiontemplateplusHIPAA_zeroinstructions5-31-17.txt
permission_statement,in this study your primary care provider will use a decision tool to help guide this conversation,Non-PhysicalInterventiontemplateplusHIPAA_zeroinstructions5-31-17.txt
permission_statement,university of wisconsin madison consent to participate in research and authorization to use protected health information for research if the formal study title is long and or includes technical terminology create a brief title using terms that most people will understand study title for participants formal study title full title lead researcher pi name phone number for multi site studies use the local pi s name and contact information where lead researcher works department or school where you will be based to conduct this study,Non-PhysicalInterventiontemplateplusHIPAA_zeroinstructions5-31-17.txt
permission_statement,date of confirmation yyyy mm dd department attending doctor seal if the patient is a minor who does not have the ability to agree or cannot agree and sign because of a lack of consciousness or other medical condition the signature in the representative section above must be provided by a parent guardian responsible adult or relative,Ministry of Health Labor and Welfare_JAPAN_Blood Transfusion.txt
permission_statement,i have received an explanation of the necessity of a blood transfusion however i refuse to have a blood transfusion,Ministry of Health Labor and Welfare_JAPAN_Blood Transfusion.txt
permission_statement,the biobank serves as a library for researchers instead of having to look for volunteers for each new project researchers can use samples from the biobank as well as share information already collected,doc-20086428.txt
permission_statement,authorization to use and disclose protected health information when you sign this form you give researchers at mayo clinic permission to use and share all the information from your samples questionnaire and medical record,doc-20086428.txt
permission_statement,that means mayo clinic can continue using it in the ways described in this consent form even if your family wishes that you had not donated a sample to the biobank,doc-20086428.txt
permission_statement,you will not be informed if researchers look at your medical records,doc-20086428.txt
permission_statement,they might use that information for many different things such as clarifying health risk in your family or determining if you were genetically related to someone,doc-20086428.txt
permission_statement,i further understand and accept that complications may require hospitalization or may even result in death,Pediatric Dental of Idaho_consentform.txt
permission_statement,which is in non technical language designate where appropriate left or right i acknowledge that the operation s procedure s its alternatives including the alternative of not having the operation procedure and the reasonably foreseeable risks rewards benefits limitations and complications one of the following must be checked,Kaleida Health_Med and Surg treatment consent.txt
permission_statement,i permit photography videotaping televising or other observation of this operation s procedure s,Kaleida Health_Med and Surg treatment consent.txt
permission_statement,i understand that there may be sales representatives present during this operation s procedure s for purposes of observation with respect to equipment but that such representatives shall not be involved directly or indirectly in the operation s procedure s,Kaleida Health_Med and Surg treatment consent.txt
permission_statement,i consent to the following with respect to my dnr check one,Kaleida Health_Med and Surg treatment consent.txt
permission_statement,i hereby certify that i understand this authorization and the reasons for the above named sedative procedure and associated risks,Cambridge_Consent_nitrousoxide.txt
permission_statement,i also understand that i reserve the right to change my mind no i do not consent to being audio video recorded,Informed_Consent_Document_Template.txt
permission_statement,statement of consent i have read the above information,Informed_Consent_Document_Template.txt
permission_statement,i have discussed the nature and purpose of my treatment and under stand that methods of treatment may include but are not limited to acupuncture herbal med icine nutritional counseling moxibustion cupping electrical stimulation,Lotus_Root_Acupuncture.txt
permission_statement,i intend this consent form to cover the en tire course of treatment for my present and any future conditions for which i seek treatment,Lotus_Root_Acupuncture.txt
permission_statement,lotus root acupuncture i hereby request and consent to acupuncture treatment s and other procedures and modalities associated with traditional chinese medicine tcm by pamela zilavy l ac,Lotus_Root_Acupuncture.txt
permission_statement,i consent to the hospital s disposal of the umbilical cord and placenta as it sees fit,Valley Hosptial_Consent for OB Deliveries-Rev. 2-06.txt
permission_statement,the consent to repeat diagnostic testing is limited to the course of my current pregnancy and can be withdrawn at any time,New_York_City_Health_and_Hospitals_Corporation_HIV.txt
permission_statement,ifl am found to have hiv iagree to additional testing which may occur on the sample i provide today to determine the best treatment for me and to help guide hiv prevention programs,New_York_City_Health_and_Hospitals_Corporation_HIV.txt
permission_statement,i understand that the health care professional may choose assistants including residents physicians who have finished medical school but are getting more training to do or help with procedures,University_of_Washington_Induction-Of-Labor-Consen.txt
permission_statement,i give permission to my health care professional s who are listed on the back of this form as the performing provider s to do the procedure s listed on the back of this form with anesthesia and or sedation if that is needed,University_of_Washington_Induction-Of-Labor-Consen.txt
permission_statement,i hereby consent for name dob gender to participate in genetic testing for the following rna dna based cascade of tests ordered by my physician at the university of alabama at birmingham uab medical genomics laboratory mgl genetic tests,University of Alabama at Burmingham_ Genetic testing INFORMED-CONSENT-20180221.txt
permission_statement,these results will be discussed with my healthcare provider and additional testing may be recommended,University of Alabama at Burmingham_ Genetic testing INFORMED-CONSENT-20180221.txt
permission_statement,you may cancel your permission to use and disclose your information at any time by notifying the principal investigator in writing insert name and address of the pi if you do cancel your permission to use and disclose your information your participation in this study will end and no further information about you will be collected,Cleveland Akron General - Informed Consent Template Document.txt
permission_statement,your refusal to have your specimen used for research purposes will not affect your results,Copy of Athena Diagnostics_NeuromeConsent.txt
permission_statement,also there are some portions of the genome that the neurome neurological exome test may not capture and sequence sufficiently in your sample s note the doctor ordering the test can request information about how well genes of interest were covered by the neurome neurological exome test,Copy of Athena Diagnostics_NeuromeConsent.txt
permission_statement,neither you nor the study doctor can choose what group you will be in,A_Interventional_consent.txt
permission_statement,yes i choose to participate in the optional banking sub study,D58-Issues-to-Address_Informed-Consent-for-Tissue-Specimen.txt
permission_statement,we would collect general information related to your health such as test results treatments and doctor s notes,D58-Issues-to-Address_Informed-Consent-for-Tissue-Specimen.txt
permission_statement,name address dates directly related to an individual telephone fax number e mail internet protocol or web url address social security number medical record or health plan number account number certificate of license number photographic images vehicle identifiers device identifiers biometric identifiers any other unique code 13 d58 0000 issues to be addressed and sample consent language for tissue specimen repositories or individual studies banking material for future use the bank agrees to only share your health information with the people listed in this document,D58-Issues-to-Address_Informed-Consent-for-Tissue-Specimen.txt
permission_statement,you have read this information and you will receive a copy of this form after it is signed,D58-Issues-to-Address_Informed-Consent-for-Tissue-Specimen.txt
permission_statement,sample template language what is the purpose of the bank the purpose of the bank is to collect and store samples of tissue blood and or other biologic specimens along with health information for research purposes,D58-Issues-to-Address_Informed-Consent-for-Tissue-Specimen.txt
permission_statement,if a result or incidental finding that may impact your or your family s health is discovered the finding will be reviewed by a committee to determine if you should be contacted,D58-Issues-to-Address_Informed-Consent-for-Tissue-Specimen.txt
permission_statement,your tissue or sample will always be used first to help make clinical decisions about your care or health,D58-Issues-to-Address_Informed-Consent-for-Tissue-Specimen.txt
permission_statement,if consent provided by a surrogate include this signature section surrogate signature section for studies enrolling adults unable to provide consent or children you are voluntarily giving your consent for another person to participate in this research repository because you believe this person would want to take part if able to make the decision and you believe it is in this person s best interest,Form E-1.txt
permission_statement,research repository consent signature section if you agree to participate in this research repository sign this section,Form E-1.txt
permission_statement,if you decide to participate now but change your mind at any time later then you can then withdraw from mycode,MyCode-Consent-Version-28.txt
permission_statement,you and your family members will get information that tells you what we found in your sample get information that explains why you have a higher chance of having a health problem be able to call or email licensed genetic counselors who can give you more information the initial information and support geisinger gives you will be free of charge,MyCode-Consent-Version-28.txt
permission_statement,any appointments or testing that you choose to have done because of your increased chance will be billed to you and or your health insurance provider,MyCode-Consent-Version-28.txt
permission_statement,version number 28 date 10 16 15 page 4 of 6 irb number 2006 0258 irb approved 10 19 2015,MyCode-Consent-Version-28.txt
permission_statement,your participation in this research is voluntary and you will not be penalized or lose benefits if you refuse to participate or decide to stop,EnglishSAMPLE.txt
permission_statement,i agree to remain in the general area for at least 15 minutes after receiving the vaccine,PrincetonU-Meningitis-B-Consent-Form.txt
permission_statement,i have had the chance to ask questions which were answered to my satisfaction,Hastings_and_Prince_Edward_Counties_Imm82HPVconsen.txt
permission_statement,el n0 i do not wish the above student to be vaccinated with the hpv vaccine,Hastings_and_Prince_Edward_Counties_Imm82HPVconsen.txt
permission_statement,i also understand that such information may be used and or disclosed in the management and delivery of care and services provided by ut southwestern to me as described in the notice of privacy practices,william-clements-university-hospital_-consent-for-admission-english.txt
permission_statement,i hereby assign to ut southwestern and any practitioner providing care and treatment to me any and all benefits and all interest and rights for services rendered under any insurance policies including but not limited to medicare medicaid tricare or any reimbursement from a pre paid health care plan,william-clements-university-hospital_-consent-for-admission-english.txt
permission_statement,i authorize and consent to use of recordings films or other images of me i e any photographic video electronic or audio media for purposes of identification diagnosis or treatment in connection with the care provided to me,william-clements-university-hospital_-consent-for-admission-english.txt
permission_statement,i acknowledge that i am the patient or i am the patient s legally authorized representative and or guarantor and consent to the above items and make the acknowledgments hereby made,william-clements-university-hospital_-consent-for-admission-english.txt
permission_statement,i the undersigned acknowledge and verify that i am the legal guardian or custodian of the minor incapacitated patient,OUMed_admission and outpatient.txt
permission_statement,i understand that these images and or recordings will be securely stored and protected,OUMed_admission and outpatient.txt
permission_statement,i understand that this information may be disclosed electronically by the provider and or the provider s business associates,OUMed_admission and outpatient.txt
permission_statement,i understand that the facility retains the ownership rights to the images and or recordings,OUMed_admission and outpatient.txt
permission_statement,consent to telephone calls for financial communications,OUMed_admission and outpatient.txt
permission_statement,the options have also been explained to me,3262-Informed Consent Central Venous Catheter Placement.txt
permission_statement,i consent to diagnostic studies tests x ray examinations and any other treatment or courses of treatment relating to the diagnosis or procedures described herein,3262-Informed Consent Central Venous Catheter Placement.txt
permission_statement,i consent to sparrow hospital s use and disclosure of my health information to any person or organization that is legally or contractually responsible for payment of my bills for the services i received,SparrowLansing_medicalconsent.txt
permission_statement,i also consent to sparrow hospital s disclosure of my health information to attending and consulting providers for billing purposes,SparrowLansing_medicalconsent.txt
permission_statement,patient name date of admission service patient identifier date of birth medical consent i voluntarily and knowingly request and consent to the inpatient outpatient services which may include medical treatment x rays blood tests laboratory tests and other diagnostic tests deemed appropriate by any physician s or other health care provider s,SparrowLansing_medicalconsent.txt
permission_statement,i authorize my insurance company and or my managed care company to make payment directly to sparrow hospital and or health care providers,SparrowLansing_medicalconsent.txt
permission_statement,i declare that i do not need and therefore decline valuable safekeeping services as provided by sparrow security dept,SparrowLansing_medicalconsent.txt
permission_statement,the results specify will will not be added to your medical records and you or your study doctor specify will will not know the results,NCI_IC_Template (1).txt
permission_statement,text example phase 0 first in human imaging study the purpose of this study is to test if insert name of research intervention e g f18 fluoroglutamine can be used to take pictures of your type of cancer,NCI_IC_Template (1).txt
permission_statement,my signature agreeing to take part in the main study notes to consent form authors 1,NCI_IC_Template (1).txt
permission_statement,no i agree that my study doctor or their representative may contact me or my physician to see if i wish to participate in other research in the future,NCI_IC_Template (1).txt
permission_statement,please circle your answer i choose to take part in the imaging study and will have the extra insert name of procedure e g pet scan,NCI_IC_Template (1).txt
permission_statement,if you agree to have this extra scan it would involve briefly describe procedures e g blood draw contrast agent time,NCI_IC_Template (1).txt
permission_statement,what if i have more questions if you have questions about the use of your samples for research contact the study doctor insert name of study doctor for main trial at insert telephone number of study doctor for main trial,NCI_IC_Template (1).txt
permission_statement,it is possible that the study agent may not continue to be supplied while you are on the study,NCI_IC_Template (1).txt
permission_statement,here are just a few of the steps they will take 1 when your sample s is sent to the researchers no information identifying you such as your name will be sent,NCI_IC_Template (1).txt
permission_statement,there will be no charge to parents of children who choose to receive the flu vaccine however pulaski health department will collect your insurance information and bill for the cost of the vaccine,Viginia Department of Health_FluVac16.txt
permission_statement,i have the right to revoke this authorization at any time except to the extent that action has been taken prior to my request to withhold my medical record,Viginia Department of Health_FluVac16.txt
permission_statement,i understand the provision of treatment to my child cannot be conditioned on my signing of this authorization,Viginia Department of Health_FluVac16.txt
permission_statement,i authorize vdh to disclose my child s health information to his her primary care physician and school,Viginia Department of Health_FluVac16.txt
