file_id,candidate_statement
[[fileID:370]],i have read and i understand the information given to me about human papillomavirus vaccine and diphtheria-tetanuspertussis vaccine including risks and side effects.
[[fileID:370]],vx check completed arm vaccine batch no.
[[fileID:490]],you can say yes now and change your mind later.
[[fileID:490]],it is up to you.
[[fileID:490]],"if you agree to take part this study, we will ask you to (describe/explain procedures in simple words that the age group to be enrolled would know and understand."
[[fileID:490]],"before you say yes or no to being in this study ask, us any questions about the study."
[[fileID:490]],you can ask questions about the study at any time.
[[fileID:490]],date	signature of child/adolescent participant name of project			 name of principal investigator page x of y
[[fileID:490]],explain the possible benefits; include one of the following as appropriate to the study: this study will help us learn more about (use simple words that the age group to be enrolled would know and understand).
[[fileID:490]],"if you sign your name below, it means that you agree to take part in this research study. 			 "
[[fileID:490]],just tell one of the doctors or nurses that you have a question.
[[fileID:490]],tufts medical center tufts university department name agreement to participate in research title of study principal investigator: co-investigators: we are inviting you to take part in a research study we are doing.
[[fileID:490]],we do not know if being in this study will help you.
[[fileID:490]],we are inviting you to be in the study because you (state reason(s) for inclusion).
[[fileID:490]],no one will be mad if you join the study now and change your mind later.
[[fileID:490]],we would like to find out more about (state study topic and describe in simple language).
[[fileID:490]],we think that the study will help you by (briefly and simply explain how using simple words that the age group to be enrolled would know and understand).
[[fileID:490]],"we may learn something from this study that some day will help other children with (state name of disease/condition, etc.)."
[[fileID:490]],no one will be mad at you if you do not want to be in the study.
[[fileID:490]],explain the possible risks in simple words that the age group to be enrolled would know and understand.
[[fileID:490]],all you have to do is tell us you want to stop.
[[fileID:490]],you do not have to be part of this study.
[[fileID:300]],"i fully understand that the insertion of a picc or midline is an invasive procedure which is accompanied by certain risks which include, but are not limited to, unsuccessful placement, local and/or systemic infection, irregular heart beats, catheter embolism, air embolism, hematoma at the insertion site, catheter tip malpositioning, phlebitis and thrombophlebitis."
[[fileID:300]],i fully understand that only an experience and qualified registered nurse or physician will perform the insertion of the picc or midline.
[[fileID:300]],i fully understand that the procedure will only be attempted once evaluation of my upper extremities substantiates that i am an appropriate candidate for picc or midline placement.
[[fileID:300]],i have received the picc and midline education brochure or information sheet and have reviewed it with the staff nurse or the picc/midline nurse.
[[fileID:300]],"i fully understand that the catheter s point of insertion will be in my arm, however, the tip/end of the catheter will be situated in a blood vessel located in my upper chest or in an area near my heart."
[[fileID:300]],", my attending physician or one of his/her associate(s), has given an order for the placement of a picc or midline and that he/she also designated where the tip of the catheter should be situated."
[[fileID:300]],i understand that dr.
[[fileID:300]],i/or my designee have been informed of my right to voice any questions or concerns that i may have about the procedure and that i will receive clear answers to all my questions prior to the procedure.
[[fileID:300]],alternate methods of administering my medication(s) have been fully explained to me or my designated poa or next of kin i fully understand that my health care has determined that a picc or midline would be the most effective means of and the designee or i fully understand the information that i/they have received.
[[fileID:300]],i nfusion
[[fileID:300]],i further understand that all appropriate measure will be employed to reduce or eliminate the chance of these risks occurring.
[[fileID:300]],i fully understand that there is a slight chance the insertion of the picc or midline may not be successful.
[[fileID:300]],"(office) 757-410-4068 (fax) 757-677-0225 (pager) picc and midline insertion consent form i, agree to have a peripherally inserted central catheter (picc) or a midline inserted into my upper arm."
[[fileID:565]],the doctor has explained to me that there are certain potential risks in the procedure.
[[fileID:565]],i also understand that i should not consume alcohol or other drugs because they can increase these effects.
[[fileID:565]],d traumatic injury acute pain symptoms present today in past chronic pain symptoms present today in past conservative endo previously completed previous endo surgery hemisection/root amputation crown darkened swelling present today in past tmd pain date pain radiographic signs pain today no pain today pain in past no pain in past pain begins spontaneously and with stimulus localized pain diffuse pain duration: seconds minutes hours or longer continuous character:  intensity of pain when present present pain: past pain: mild mild moderate moderate severe severe pain increased by: heat cold lying down pressure/biting exercise sweets diagnostic tests no.
[[fileID:565]],please do not hesitate to ask the doctor or the staff if you have any questions.
[[fileID:565]],"i further understand that drugs and anesthetics may cause unanticipated reactions, which might require medical treatment."
[[fileID:565]],1. inability to completely fill the root canal because the canal is calcified or has a unique curvature.
[[fileID:565]],"i authorize the doctor and any associates to perform such procedures when in their professional judgment, the procedures are necessary."
[[fileID:565]],"i understand that the medications, drugs, anesthetics, and prescriptions taken for this procedure may cause drowsiness and lack of awareness and coordination."
[[fileID:565]],"i understand that this is an elective procedure and that there are alternative treatments, and the doctor has explained the risks and benefits of the alternatives."
[[fileID:565]],"i also understand that root canal therapy has a very high success rate, but the doctor has not guaranteed or warranted a perfect result."
[[fileID:565]],i have been advised not to work and not to operate any vehicle or machinery until i have fully recovered from the effects of the medications.
[[fileID:565]],the doctor has explained to me the treatment and the anticipated results of the treatment.
[[fileID:565]],history carious or mechanical exposure pulp cap root canal treatment begun tooth left open tooth sealed previous i &
[[fileID:565]],consent for root canal treatment i hereby authorize patient name and any associates doctor name to perform a root canal on tooth/teeth number(s):  the doctor has explained to me that the purpose of this procedure is to retain teeth that may otherwise have to be extracted.
[[fileID:554]],the information provided will be included in an immunisation database.
[[fileID:554]],have you ever had a severe reaction to anything including medication or vaccine (including anaphylaxis)
[[fileID:554]],"i have read and understand the accompanying vaccine information, including risks and side effects signature date (dd/mm/yyyy) name (please print) for office use only date given dd/mm/"
[[fileID:554]],home address county contact phone number job title work address gp name gp address please complete the following questions before signing the consent form 1.
[[fileID:554]],"healthcare staff seasonal influenza vaccination consent form privacy statement: hse staff are aware of their obligation under the data protection acts, 1988 and 2003."
[[fileID:554]],i consent for vaccination with influenza vaccine.
[[fileID:554]],"do you have any illness or condition that increases your risk of bleeding if yes, please detail"
[[fileID:554]],are you suffering from an acute illness yes
[[fileID:554]],yy vaccine name/ manufacturer batch no expiry date mm/yy site given vaccinator s signature and pin/mcrn
[[fileID:387]],"or if you don't wish to continue, you can stop the interview at any time."
[[fileID:387]],"with your permission, i will audiotape and take notes during the interview."
[[fileID:387]],i will retain these records for up to xx months/years after the study is over.
[[fileID:387]],"[describe any potential risks/discomforts from study participation and what will be done to minimize and/or address these risks, e.g., ""some of the research questions may make you uncomfortable or upset."
[[fileID:387]],"] as with all research, there is a chance that confidentiality could be compromised; however, we are taking precautions to minimize this risk."
[[fileID:387]],"[or, if there will be no payment/compensation:] you will not be paid for taking part in this study."
[[fileID:387]],"compensation [include information on payment or other types of compensation as applicable, specifying method and timing of payment, e.g., ""to thank you for participating in this study, you will receive a $20 gift card for  after you complete the interview.""]"
[[fileID:387]],it is hoped that the research will [describe benefits to society/ scientific knowledge as applicable].
[[fileID:387]],"questions if you have any questions about this research, please feel free to contact me."
[[fileID:387]],i am a(n)
[[fileID:387]],"procedures if you agree to participate in my research, i will conduct an interview with you at a time and location of your choice."
[[fileID:387]],you can decline to answer any questions and are free to stop taking part in the project at any time.
[[fileID:387]],"if you wish to participate in this study, please sign and date below.  "
[[fileID:387]],"if so, i will contact you by mail/phone to request this."
[[fileID:387]],"when the research is completed, i may save the tapes and notes for use in future research done by myself or others."
[[fileID:387]],"2) replace last section of the form (directly after the questions section) as follows: consent if you agree to participate, please say so."
[[fileID:387]],"sample consent form interview with audiotaping consent to participate in research title of study (designate any subject sub-group here, e.g., community members )"
[[fileID:387]],rights participation in research is completely voluntary.
[[fileID:387]],benefits there is no direct benefit to you from taking part in this study [or state direct benefits if they exist].
[[fileID:387]],"if you have any questions about your rights or treatment as a research participant in this study, please contact the university of california at berkeley s committee for protection of human subjects at 510-642-7461, or e-mail subjects@berkeley.edu."
[[fileID:387]],"whether or not you choose to participate in the research and whether or not you choose to answer a question or continue participating in the project, there will be no penalty to you or loss of benefits to which you are otherwise entitled."
[[fileID:387]],"/if applicable] if you agree to allow your name or other identifying information to be included in all final reports, publications, and/or presentations resulting from this research, please sign and date below. 	 "
[[fileID:387]],"if you agree to being audiotaped but feel uncomfortable at any time during the interview, i can turn off the recorder at your request."
[[fileID:387]],"the recording is to accurately record the information you provide, and will be used for transcription purposes only [if accurate]."
[[fileID:387]],"[or if different, give accurate information about retention and use of study data in future, e.g., ""i will destroy the tapes and notes at the end of the study""]."
[[fileID:387]],"[if applicable:] i expect to conduct only one interview; however, follow-ups may be needed for added clarification."
[[fileID:387]],"participant's signature			date if you are seeking waiver of documented (signed) consent in your application (per cphs informed consent guidelines), change above form: 1) in the confidentiality section's discussion of minimizing risks, include mention that subjects will be asked for oral rather than signed consent."
[[fileID:387]],"if you choose not to be audiotaped, i will take notes instead."
[[fileID:387]],it should last about [time].
[[fileID:387]],"i would like to invite you to take part in my research study, which concerns [briefly explain study purpose]."
[[fileID:387]],* consent you will be given a copy of this consent form to keep for your own records.
[[fileID:387]],"you are free to decline to answer any questions you don't wish to, or to stop the interview at any time."""
[[fileID:387]],i can be reached at [phone number] or [email address].
[[fileID:387]],"if results of this study are published or presented, individual names and other personally identifiable information will not be used [if appropriate, add phrase here such as ""unless you give explicit permission for this below""]. to minimize the risks to confidentiality, we will [explain data security measures to be taken, e.g., storage, coding, encryption, limited access to study records, etc.]"
[[fileID:387]],"[provide more information about follow-up interviews including when they would occur, how many there would be, types of questions if different from the original questions, etc.]"
[[fileID:387]],you are free to decline to take part in the project.
[[fileID:387]],you will be given a copy of this form to keep for your own records. 	
[[fileID:515]],"this facility has no plans to compensate you for such illness or injury, financially or otherwise."
[[fileID:515]],you could be treated differently.
[[fileID:515]],you will be paid for taking part in the project.
[[fileID:515]],a possible gain to you would be if new tests or therapies become part of medical practice and physicians make use of that new knowledge when caring for patients.
[[fileID:515]],you have the right to withdraw from this study at any time.
[[fileID:515]],this consent form describes the known risks of research in which dna samples are used.
[[fileID:515]],this will allow the researchers to follow the health of a large group of people in central wisconsin.
[[fileID:515]],it may cause psychological or social problems for you.
[[fileID:515]],people we share research data with will see only coded information.
[[fileID:515]],(if applicable) signature of presenter printed name of presenter date presented 06/04/2002; 06/28/2002; 07/19/2002; 07/24/2002; 01/22/2003; 02/07/2003; 04/23/2003; 05/12/2003; 05/17/05; 06/07/05; 09/28/05; 03/08/06; 04/26/06; 12/20/06; 2/1 /2010; 3/24/10; 06/21/2011; ii/30/2012; 12/14/2012; 10/28/2013 h:\radmin\research review\irb\consent forms\a-h\calioio2+pm-c.doc see also:
[[fileID:515]],"if these are developed, there are no plans to share profits with you."
[[fileID:515]],a number of things will happen if you agree to take part in the project.
[[fileID:515]],this helps us to protect your privacy.
[[fileID:515]],research staff will have access to your medical record.
[[fileID:515]],if your samples have already been used in research it would not be possible to remove any of the information that may have been learned prior to your request to withdraw.
[[fileID:515]],"if you have questions or concerns, please contact us."
[[fileID:515]],we will also measure and record your blood pressure.
[[fileID:515]],you will receive twenty dollars ($20) for being a part of this project.
[[fileID:515]],"if you are re- contacted, it would not mean that anything has been learned specifically about you."
[[fileID:515]],we will not put information into your medical record.
[[fileID:515]],if you wish to withdraw please call us at 715-389-7733 or 1-888-334-2232.
[[fileID:515]],the same holds true if you decide to withdraw.
[[fileID:515]],the newsletter will not contain individual results.
[[fileID:515]],you will not receive any direct medical benefit for being in this project.
[[fileID:515]],you can contact us if you have questions.
[[fileID:515]],they will not be able to identify you.
[[fileID:515]],"it will not connect to any external network, such as the internet."
[[fileID:515]],the project will try to do this by creating a personalized medicine research database.
[[fileID:515]],"for each study using the repository, research staff members that see your identifiable medical record information will not be able to see identifiable genetic information and vice versa."
[[fileID:515]],you are not giving up any legal rights by signing this consent document and taking part in this research study.
[[fileID:515]],"disease can also be influenced by the environment in which we live or by our personal behaviors, such as diet."
[[fileID:515]],we will not share individual results with you.
[[fileID:515]],there is no cost to you for taking part in this project.
[[fileID:515]],they are required by law to keep the information private.
[[fileID:515]],relatives will not be contacted because you gave us their names.
[[fileID:515]],you will receive a signed copy of this consent form.
[[fileID:515]],reasons we asked you to take part in this project.
[[fileID:515]],we will code all information entered into the database.
[[fileID:515]],"there is a very small chance your personal information could become known to you, your doctor, or others."
[[fileID:515]],we may be required to provide summary information to workers or contractors of the united states government for reviewing or evaluating federally-funded projects.
[[fileID:515]],you will receive a copy of your signed consent form.
[[fileID:515]],2) you receive your medical care from marshfield clinic.
[[fileID:515]],"date approved - october 28, 2013 consent form calio1o2+pm-c - main consent page 3 of 6"
[[fileID:515]],we plan to continue this project indefinitely.
[[fileID:515]],we may need to have samples collected over time to see what changes may be occurring.
[[fileID:515]],"if you have questions, please ask."
[[fileID:515]],"research consent/authorization form marshfield clinic research foundation a division of marshfield clinic 1000 n oak avenue, marshfield, wi 54449 sp code: cali 0102""-l-pm""'c pi: murray h brilliant, phd title: personalized medicine research project (pmrp) informed consent allows you to choose whether to participate."
[[fileID:515]],"h:\radmin\research review\irb\consent forms\a-h\cal1o1o2 - hmong short form.doc h:\radmin\research review\irb\consent forms\a-h\cal1o1o2 - spanish short form.doc date approved - october 28, 2013"
[[fileID:515]],we will continue to add to the research database indefinitely.
[[fileID:515]],"we will protect your privacy and keep your genetic, medical, and other personal information confidential."
[[fileID:515]],"yes, you can contact me about future studies."
[[fileID:515]],"one example of this type of database is called ""dbgap"" (short for ""database genotype and ~phenotype"")."
[[fileID:515]],"all samples, data and research findings will belong to the marshfield clinic."
[[fileID:515]],there are three requirements to be a part of this project: 1) you are at least 18 years old.
[[fileID:515]],neither you nor your insurance company will get a billed for study- related procedures.
[[fileID:515]],we have a certificate of confidentiality from the national institutes of health.
[[fileID:515]],they may be contacted if they meet the requirements to be in the project.
[[fileID:515]],we will ask you to fill out a questiomlaire.
[[fileID:515]],to learn more about this project you can contact the pmrp staff or visit our website.
[[fileID:515]],we can be reached at 715-389-7733 or 1-888-334-2232.
[[fileID:515]],your relatives will not be contacted because of information you gave us.
[[fileID:515]],it will have general information about studies.
[[fileID:515]],this law will protect you against discrimination when you apply for health insurance or employment.
[[fileID:515]],we may share information with researchers in states with different state laws.
[[fileID:515]],a limited number of approved researchers and staff have access to the database.
[[fileID:515]],we will keep the personalized medicine research database on a secure computer system.
[[fileID:515]],"if you join pmrp, approved marshfield clinic research staff will have access to your medical records, in addition to study related data and samples."
[[fileID:515]],this research project is completely voluntary.
[[fileID:515]],"if you become ill or injured from this study, medical care is available at marshfield clinic, st."
[[fileID:515]],if you return a completed diet history questiomlaire you will receive an additional ten dollars ($10).
[[fileID:515]],we will not use your information in future studies.
[[fileID:515]],if research results are released by mistake it may cause you some distress.
[[fileID:515]],refusing to participate or discontinuing participation at any time will involve no penalty or loss of benefits to which you are otherwise entitled.
[[fileID:515]],you can withdraw from this project at any time.
[[fileID:515]],"in order to minimize the risk of unintended release of information, shared data and samples will be stripped of all identifiers except for a study code to permit tracking."
[[fileID:515]],gina will not protect you from discrimination if you apply for other types of insurance.
[[fileID:515]],we may re-contact you about future studies.
[[fileID:515]],s activated power of attorney for healthcare (check appropriate title) printed name of subject printed name of signatory (if other than subject)
[[fileID:515]],you will not lose benefits to which you would otherwise be entitled.
[[fileID:515]],you or your health insurer would be responsible for this cost.
[[fileID:515]],approved researchers and staff will have access to your research data.
[[fileID:515]],we will put this information into a research database.
[[fileID:515]],researchers may re-contact you for allother blood sample if this occurs.
[[fileID:515]],"we will link information about your dna, plasma, and serum with selected information from your medical records and other medical samples."
[[fileID:515]],"no, i do not want to be contacted for future studies."
[[fileID:515]],"if you have any questions about your rights as a research subject, you may contact marshfield clinic research foundation's institutional review board (irb) at 1-800-782-8581 ext."
[[fileID:515]],"if you take part in this research, you would have no genetic information to relay to an employer, insurance company or other inquiring third party."
[[fileID:515]],they may be passed down through our genes.
[[fileID:515]],we will put any profits back into the marshfield clinic system.
[[fileID:515]],these risks are very low because we are careful about protecting research information.
[[fileID:515]],you may feel good being a part of research that could help medical science.
[[fileID:515]],"date approved - october 28, 2013 consent form cal1o1o2+pm-c - main consent page 6 of 6 signing the consent means."
[[fileID:515]],we will need to update questionnaire information.
[[fileID:515]],we tell you what takes place.
[[fileID:515]],the family information you give will be coded to show fatuity relationships among the people taking part in the project.
[[fileID:515]],they often have not yet been proven.
[[fileID:515]],3) you either live in one of 19 zip code areas in central wisconsin chosen for this project or you have a health problem that is being studied research is being done to learn how diseases develop.
[[fileID:515]],"commercial products, patents or licenses may be developed as a result of this project."
[[fileID:515]],we may need to re- contact you if we are studying a specific illness or condition that you may happen to have.
[[fileID:515]],the purpose of this consent form is to give you information to help you decide if you want to be a palt of this research.
[[fileID:515]],we will treat all records and materials that identify you as confidential.
[[fileID:515]],"if we can predict disease, we may be better able to prevent or treat disease."
[[fileID:515]],"* the study's general purposes, details of involvement and possible risks and explained to you."
[[fileID:515]],some researchers we share information with may not be required to follow this federal law.
[[fileID:515]],there may also be risks we have not foreseen.
[[fileID:515]],a signature indicates that: * you have read the above~
[[fileID:515]],it requires us to keep your medical information private and confidential.
[[fileID:515]],evelyone in the study should expect to be re-contacted at some point over the life of the project.
[[fileID:515]],we will measure your height and weight.
[[fileID:515]],"we will use the money for healthcare, education and research."
[[fileID:515]],"if you withdraw, we will destroy your remaining dna, plasma and serum."
[[fileID:515]],"we will document your decision on a form, and ask you to sign the form."
[[fileID:515]],the marshfield clinic has a policy that does not allow discrimination in health care based on genetics.
[[fileID:515]],these are the types of cells we use in our research.
[[fileID:515]],this certificate will not prevent necessary auditing or evaluation~ we would still need to disclose information that is required by the food and drug administration (fda).
[[fileID:515]],this will give us information about yourself and your enviromnent.
[[fileID:515]],we will share coded data with these types of databases.
[[fileID:515]],"date approved - october 28, 2013 consent form cal1o1o2+pm-c - main consent page 2 of 6 you will not get direct benefit from this project."
[[fileID:515]],"we will not use your name, date of birtll, phone, medical history or social security number as part of this code."
[[fileID:515]],we may re-contact you for additional information.
[[fileID:515]],"date approved - october 28, 2013 consent form cal1o1o2+pm-c f main consent page 4 of 6"
[[fileID:515]],we will also tell you the risks or benefits and what choices you have.
[[fileID:515]],* you have freely decided to take part in the research study described above.
[[fileID:515]],researchers can not be forced to give out information that could identify you in any court matter.
[[fileID:515]],"while we work with other researchers that are very professional alld are also concerned about confidentiality, we camlot guarantee they are required to follow the same rules."
[[fileID:515]],they may see sections of research records with your name or other identifiers.
[[fileID:515]],"date ~approved - october 28, 2013 consent form cal1o1o2+pm-c - main consent page 5 of 6 individual results will not be shared with you."
[[fileID:515]],"if you choose not to participate, your relationship with your doctors or with the marshfield clinic will not change."
[[fileID:515]],"however, we may work with other institutions or companies to develop commercial products, patents or licenses."
[[fileID:515]],.researchers will send a newsletter up to 4 times a year.
[[fileID:515]],you can then decide if you want to participate.
[[fileID:515]],you will never be identified in either of these.
[[fileID:515]],these samples may have already been collected or may be collected in the future.
[[fileID:515]],selected information from your medical record will be put into the research database.
[[fileID:515]],"if deemed necessary, you may be re-contacted for your consent to allow your samples to be used for a specific project."
[[fileID:515]],because of this they camlot help in making decisions about patient care and treatment.
[[fileID:515]],"if you wish to get this newsletter by email, please provide your email address here."
[[fileID:515]],"if you choose not to sign this consent form, your relationship with your doctor and this institution will not change."
[[fileID:515]],your dna information will not be used for medical care~ we will not release it to employers or insurance companies.
[[fileID:515]],in wisconsin there is a state law that requires us to keep medical information confidential.
[[fileID:515]],it may provide general information about discoveries from the project.
[[fileID:515]],you can decide at that time if you want to participate in other studies.
[[fileID:515]],we hope all this information will help us learn to predict the development of disease and responses to drugs.
[[fileID:542]],"if you are unsure about undergoing insertion of a central venous catheter, please discuss these possible alternatives with your physician including the relevant risks, benefits and side effects related to the alternatives and the possible result of not receiving care, treatment and services."
[[fileID:542]],we are asking you to read and sign this form so that we can be sure
[[fileID:542]],"once the catheter is correctly positioned, the outside end of it will be sutured to your skin and then covered with a bandage."
[[fileID:542]],an x-ray is not needed if the catheter is inserted into a vessel in your groin.
[[fileID:542]],area consent for central venous catheter placement introduction: your physician has requested that you have a central venous catheter inserted.
[[fileID:542]],"i assign to the university of pennsylvania health system (""health system"") all rights to any tissues, organs, cells, body parts, and/or body fluids that may be removed during this procedure and i authorize the health system to use or dispose of such specimens according to its standard practices."
[[fileID:542]],"in addition, i agree to have any other appropriate personnel present for the procedure."
[[fileID:542]],"if the catheter is inserted into a vessel in either your neck or upper chest, a chest x-ray will be taken to make sure that it is in the correct location once the insertion procedure is finished."
[[fileID:542]],: the information on this form was explained to me by  
[[fileID:542]],"alternatives: there may be other ways to monitor your condition and collect the information that is obtained by a central venous catheter, along with other ways to administer intravenous fluids, medications and nutrition."
[[fileID:542]],"i, ,the  of     relationship to patient name patient's name hereby give consent on his/her behalf."
[[fileID:542]],"u understand the procedure and potential benefits, along with the associated potential risks, complications, alternatives, the likelihood of achieving the goals, and the recuperative process."
[[fileID:542]],"a needle will guide the entry of the catheter through the skin, a small incision will be made and catheter will be entered into the appropriate vessel."
[[fileID:542]],"i also agree that fellows, residents and surgical assistants may participate in significant tasks that are part of the procedure."
[[fileID:542]],please ask questions about anything on this form that you do not understand.
[[fileID:542]],3/2012 consent for central venous catheter placement agreement
[[fileID:542]],legally authorized representative /  signature of authorized healthcare professional date:    print name obtaining & witnessing representative's signature  signature of attending physician (if applicable) signature: / date:  time:  print name  date:  witness to telephone consent
[[fileID:542]],"the university of pennsylvania health system routinely suspends the resuscitative aspects of living wills and do not attempt resuscitation orders during the pre-procedure, procedural and post-procedural period, unless you specifically tell us otherwise."
[[fileID:542]],"i agree to undergo the procedure to be performed and his/her associates, assistants, and appropriate hospital personnel, by and accept the risks."
[[fileID:542]],"i understand the information and i have had the opportunity to ask any questions that i might have regarding the insertion of a central venous catheter, the reasons it is being performed, the associated potential risks and complications, and the possible alternative forms of treatment."
[[fileID:542]],signature: date: time: date: time: patient i print name signature of authorized healthcare professional obtaining & witnessing patient's signature ( \ i date: time: print name signature of attending physician (if applicable)
[[fileID:542]],"(complete this paragraph if applicable  ( limited to: or document ""na"") due to your additional medical history of , added risks for you include but are not  "
[[fileID:542]],"this catheter will allow your condition to be more closely monitored and can be used for the administration of intravenous fluids, medications and nutrition."
[[fileID:354]],it is optional to receive the genetic results to this study.
[[fileID:354]],there is a chance that a mutation (an alteration of the dna) in a gene may be identified.
[[fileID:354]],you/your surviving child have(s) the right to take back this additional permission at any time.
[[fileID:354]],people who agree to take part in research studies are cal ed subjects or research subjects .
[[fileID:354]],your/your child s confidentiality will be honored and no data that can be identified with you will be released to anyone that isn t connected to this research project without your permission.
[[fileID:354]],"if you/your child withdraw your/his/her permission, you/your child will not be able to stay in this study."
[[fileID:354]],orrin devinsky and laura crandall will be readily available if you have any concerns regarding the study.
[[fileID:354]],"there are no risks to your/your child s health or possibility of physical discomfort involved in allowing your/his/her samples to be stored in a bank, because your/your child s excess samples will otherwise be discarded."
[[fileID:354]],orrin devinsky in writing and let him know you
[[fileID:354]],there is also the potential benefit from receiving genetic reports for families as they may uncover clinical y relevant mutations that were not tested for as part of the standard autopsy and offer appropriate testing of at risk family members.
[[fileID:354]],"4. what will i/my child be asked to do in the study if you/your surviving child chooses to take part in the study, we will ask you to sign this consent form before you/your surviving child have/has any procedures with the study staff that are part of the study."
[[fileID:354]],4 of	 12 approved for period: 9/13/2016 - 9/12/2017 	 study #: s14-01061 version date: 12/21/2015 please initial below whether or not you would like to be notified of incidental/unrelated findings in the acmg-specified genes identified in this research study: please notify me of any incidental/unrelated findings in the acmg-specified genes obtained from this research from me/my surviving child.
[[fileID:354]],"in addition, the decision whether or not to report this information to your/your child s healthcare providers would be up to you."
[[fileID:354]],"what is the purpose of this study the purpose of this part of the sudc registry and research collaborative is to study biospecimens (blood and saliva) of biological family members who lost a relative to sudden unexplained death in childhood (sudc) in order to understand the risks that lead to sudc, to help us understand these deaths, and to identify at-risk individuals."
[[fileID:354]],"genetic testing: by donating blood or saliva to a study in which we are going to try to discover more about the genetic risks of sudc, you/your surviving child may be concerned about receiving or not receiving genetic results."
[[fileID:354]],"in some cases when necessary to protect the integrity of the research, you/he/she will not be allowed to see or copy certain information relating to the study while the study is in progress, but you/he/she will have the right to see and copy the information once the study is over in accordance with nyu langone medical center policies and applicable law."
[[fileID:354]],health care providers and laboratories or other individuals who analyze your /your child s health information in connection with this study.
[[fileID:354]],please do not notify me of any incidental/unrelated findings in the acmg-specified genes obtained from this research from me/my surviving child.
[[fileID:354]],"genes determine things about a person like hair and eye color, but may also indicate risk for disease or how a person might respond to treatment."
[[fileID:354]],we will notify you/your child as soon as possible if such information becomes available.
[[fileID:354]],"if you do not give this permission, your/your child s treatment outside of this study, payment for your/your child s health care, and your/your child s health care benefits will not be affected."
[[fileID:354]],"when is the study over can i/my child leave the study before it ends this study is expected to end after all participants have completed all visits, and all information has been col ected."
[[fileID:354]],"during the blood draw, you/your child may experience some discomfort, bruising, or momentary pain at the site of needle entry into the vein, as you/your child might experience during any blood draw."
[[fileID:354]],if any samples are left over they will be destroyed at the end of the study.
[[fileID:354]],(for parents enrolling minor study participant only) i give permission for my surviving child to provide a blood and/or saliva sample for testing in this study.
[[fileID:354]],subject initials checking this box indicates i do not provide consent for my/my surviving child s biospecimens to be used for future research and therefore will be destroyed when the study is completed if they are not previously withdrawn and transferred.
[[fileID:354]],"if you/your child withdraw(s) your/his/her consent but do not revoke your/his/her authorization, we may 8 of	 12 approved for period: 9/13/2016 - 9/12/2017 	 study #: s14-01061 version date"
[[fileID:354]],the opportunity for genetic testing to provide negative results may also assist in decreasing some anxiety as well.
[[fileID:354]],these words are used throughout this consent form.
[[fileID:354]],you/your surviving child will have 8.5 ml (which is equivalent to 0.5 of a tablespoon) of blood drawn for dna testing.
[[fileID:354]],samples will only be identifiable to the nyu sudc research team who will maintain the link between you/your surviving child and your/his/her sample.
[[fileID:354]],"we will look at a specific set of genes as currently recommended by acmg; variants in these genes are known to be associated with human disease, and incidental/unrelated findings would have medical benefit for the patients and families of patients."
[[fileID:354]],it is possible that we may identify a genetic variant in a gene that is not included on the acmg gene list.
[[fileID:354]],what other choices do i have if i/my child do/does not participate the alternative option is not to participate in this study.
